external_id,provider_external_id,provider_name,provider_match,parent_provider_canonical,resource_name,legacy_schema_category,category,current_app_category,subcategory,legacy_subcategory,street,city,state,zip,phone,email,website,hours_summary,description,eligibility_notes,service_area,walk_ins_accepted,requires_id,requires_referral,beds_total,beds_available,availability_status,verification_status,is_active,source_urls,source_type,confidence,lat,lng,geocode_status,is_map_ready,import_priority,import_status,import_notes,access_type,geocode_source_url,population_served,provider_type,facility_features,tags
HILLS-PARKS-001-eg-simmons-conservation-park-outdoor_space,HILLS-PARKS-001,Hillsborough County Parks & Recreation,Hillsborough County Parks & Recreation,Hillsborough County Parks & Recreation,E.G. Simmons Conservation Park,outdoor_space,outdoor_space,outdoor_space,campground,campground,2401 19th Ave NW,Ruskin,FL,33570,(813) 671-7655,,https://hcfl.gov/locations/eg-simmons-conservation-park,"Dawn to dusk (day use); camping check-in 3 PM, checkout 11 AM","County conservation park on Tampa Bay with 110 RV/tent campsites (2 primitive). Restrooms: confirmed (public restrooms at campground and park). Showers: confirmed (hot and cold shower houses). Camping: confirmed – RV/tent, $24/night; 55+ $18/night; 65+/resident $12/night; online reservations available. Overnight parking: allowed for registered campers only. Day-use fee $2/vehicle.

Eligibility: Open to public. Camping requires registration/payment. Age 55+ and 65+ resident discounts available.",,Ruskin,true,false,false,,,available,verified,true,https://hcfl.gov/locations/eg-simmons-conservation-park,live_db,90,27.7399,-82.4661,geocoded,true,high,ready_for_import,exported from live db — migration 008+012,physical_site,,,nonprofit,,
HILLS-PARKS-001-edward-medard-conservation-park-outdoor_space,HILLS-PARKS-001,Hillsborough County Parks & Recreation,Hillsborough County Parks & Recreation,Hillsborough County Parks & Recreation,Edward Medard Conservation Park,outdoor_space,outdoor_space,outdoor_space,campground,campground,6140 Turkey Creek Rd,Plant City,FL,33567,(813) 757-3802,,https://hcfl.gov/locations/edward-medard-conservation-park,Spring/Summer 8 AM–7 PM; Fall/Winter 8 AM–6 PM; camping check-in 3 PM checkout 11 AM,"Conservation park with 700-acre reservoir and 43 RV/tent campsites. Restrooms: confirmed (public restrooms at campground). Showers: confirmed (showers at campground). Camping: confirmed – RV/tent $24/night; 55+ $18; 65+/resident $12; online reservations. Equestrian/hiking trails also available. Overnight parking: for registered campers only.

Eligibility: Open to public. Day-use fee $2/vehicle; $5 boat launch. Camping requires registration/payment.",,Plant City,true,false,false,,,available,verified,true,https://hcfl.gov/locations/edward-medard-conservation-park,live_db,90,27.9036,-82.0497,geocoded,true,high,ready_for_import,exported from live db — migration 008+012,physical_site,,,nonprofit,,
HILLS-PARKS-001-lithia-springs-conservation-park-outdoor_space,HILLS-PARKS-001,Hillsborough County Parks & Recreation,Hillsborough County Parks & Recreation,Hillsborough County Parks & Recreation,Lithia Springs Conservation Park,outdoor_space,outdoor_space,outdoor_space,campground,campground,3932 Lithia Springs Rd,Lithia,FL,33547,(813) 744-5572,,https://hcfl.gov/locations/lithia-springs-park,Dawn to dusk (day use); camping check-in and checkout per park rules,"Conservation park on Alafia River with natural spring swimming and 45 RV/tent campsites. Restrooms: confirmed (at campground). Showers: confirmed (water/shower services at campsites per official page). Camping: confirmed – RV/tent/primitive $24/night; 55+ $18; 65+/resident $12; youth group camping also available. No reservations – first-come first-served (call ahead for availability). Overnight parking: for registered campers only.

Eligibility: Open to public. Day-use $2/vehicle; swimming fee $2/person. No advance reservations – first-come, first-served.",,Lithia,true,false,false,,,available,verified,true,https://hcfl.gov/locations/lithia-springs-park,live_db,90,27.8649,-82.2274,geocoded,true,high,ready_for_import,exported from live db — migration 008+012,physical_site,,,nonprofit,,
HVA-001-emergency-safe-house-intake-other,HVA-001,Hope Villages of America,Hope Villages of America,Hope Villages of America,Emergency Safe House Intake,other,other,other,hotline_intake,hotline_intake,,,FL,,(727) 442-4128,,https://hopevillagesofamerica.org/,24/7 hotline / intake,"Emergency safe-house intake and crisis support.

Eligibility: Support listing only; do not expose confidential location.",,Tampa Bay,false,false,true,,,unknown,verified,true,https://hopevillagesofamerica.org/,live_db,90,,,not_geocoded,false,high,ready_for_import,exported from live db — migration 008+012,phone_intake,,,nonprofit,,
HVA-001-express-center-other,HVA-001,Hope Villages of America,Hope Villages of America,Hope Villages of America,Express Center,other,other,other,express_center,express_center,1520 N Saturn Ave,Clearwater,FL,33755,(727) 442-4128,,https://hopevillagesofamerica.org/,,"Express center / family services candidate.

Eligibility: Needs official program page confirmation.",,Clearwater,false,false,true,,,unknown,verified,true,https://hopevillagesofamerica.org/,live_db,90,27.979046,-82.78302,geocoded,true,high,ready_for_import,exported from live db — migration 008+012,physical_site,,,nonprofit,,
HVA-001-food-distribution-and-basic-needs-food,HVA-001,Hope Villages of America,Hope Villages of America,Hope Villages of America,Food Distribution and Basic Needs,food,food,food,food_assistance,food_assistance,700 Druid Rd,Clearwater,FL,33756,(727) 442-4128,,https://hopevillagesofamerica.org/,,"Food distribution and basic-needs support candidate.

Eligibility: Confirm exact suite / intake details from official provider pages.",,Clearwater,true,false,false,,,unknown,verified,true,https://hopevillagesofamerica.org/,live_db,90,27.94421,-82.79216,geocoded,true,high,ready_for_import,exported from live db — migration 008+012,physical_site,,,nonprofit,,
HVA-001-housing-stability-services-other,HVA-001,Hope Villages of America,Hope Villages of America,Hope Villages of America,Housing Stability Services,other,other,other,housing_support,housing_support,1552 S Myrtle Ave,Clearwater,FL,33756,(727) 442-4128,,https://hopevillagesofamerica.org/,,"Housing stability support candidate.

Eligibility: Support services row; verify walk-in vs referral intake.",,Clearwater,false,false,true,,,unknown,verified,true,https://hopevillagesofamerica.org/,live_db,90,27.94421,-82.79216,geocoded,true,high,ready_for_import,exported from live db — migration 008+012,physical_site,,,nonprofit,,
HVA-001-outreach-center-other,HVA-001,Hope Villages of America,Hope Villages of America,Hope Villages of America,Outreach Center,other,other,other,outreach_center,outreach_center,,,FL,,(727) 442-4128,,https://hopevillagesofamerica.org/,,"Outreach / support services candidate for survivors and families.

Eligibility: Needs official location confirmation before mapping.",,Tampa Bay,false,false,true,,,unknown,verified,true,https://hopevillagesofamerica.org/,live_db,90,,,not_geocoded,false,high,ready_for_import,exported from live db — migration 008+012,phone_intake,,,nonprofit,,
HVA-001-the-haven-emergency-safe-house-shelter,HVA-001,Hope Villages of America,Hope Villages of America,Hope Villages of America,The Haven Emergency Safe House,shelter,shelter,shelter,domestic_violence_shelter,domestic_violence_shelter,,,FL,,(727) 442-4128,,https://hopevillagesofamerica.org/,24/7 hotline / intake,"Emergency safe house and crisis shelter candidate.

Eligibility: Confidential location; use hotline listing rather than public address.",,Tampa Bay,false,false,true,,,unknown,verified,true,https://hopevillagesofamerica.org/,live_db,90,,,confidential_no_map,false,high,ready_for_import,exported from live db — migration 008+012,confidential_phone_web,,,nonprofit,,
JWB-001-youth-family-support-navigation-other,JWB-001,JWB Children's Services Council of Pinellas,JWB Children's Services Council of Pinellas,JWB Children's Services Council of Pinellas,Youth / Family Support Navigation,other,other,other,family_support,family_support,,Clearwater,FL,,(727) 547-5670,,https://jwbpinellas.org/,,"Youth and family support / referral candidate.

Eligibility: Better as support row unless a specific public-facing site or program location is chosen.",,Clearwater,false,false,true,,,unknown,verified,true,https://jwbpinellas.org/,live_db,90,,,not_geocoded,false,high,ready_for_import,exported from live db — migration 008+012,phone_intake,,,nonprofit,,
MM-001-shelter-for-women-and-children-shelter,MM-001,Mary & Martha House,Mary & Martha House,Mary & Martha House,Shelter for Women and Children,shelter,shelter,shelter,women_children_shelter,women_children_shelter,,,FL,,,,https://marymarthahouse.org/,,"Shelter and housing support for women and children.

Eligibility: Confidential location; use intake phone/web process instead of map address.",,Tampa Bay,false,false,true,,,unknown,verified,true,https://marymarthahouse.org/,live_db,90,,,confidential_no_map,false,high,ready_for_import,exported from live db — migration 008+012,confidential_phone_web,,,nonprofit,,
MATTIE-001-family-support-services-other,MATTIE-001,Mattie Williams Neighborhood Family Center,Mattie Williams Neighborhood Family Center,Mattie Williams Neighborhood Family Center,Family Support Services,other,other,other,family_support,family_support,1003 Dr Martin Luther King Jr St N,Safety Harbor,FL,34695,(727) 791-8255,,https://mwnfc.org/need-help/,Center hours: Mon-Wed 8:30 AM-5:00 PM; Thu 8:30 AM-6:00 PM; Fri 8:30 AM-Noon,"One-on-one family support including utility assistance, food stamp and Medicaid help, tax help, notary, and job readiness/career exploration.

Eligibility: Registration required; service area limited to listed north Pinellas ZIP codes.",,Safety Harbor,true,false,false,,,unknown,verified,true,https://mwnfc.org/need-help/,live_db,90,28.013464,-82.692276,geocoded,true,high,ready_for_import,exported from live db — migration 008+012,physical_site,,,nonprofit,,
MATTIE-001-food-pantry-food,MATTIE-001,Mattie Williams Neighborhood Family Center,Mattie Williams Neighborhood Family Center,Mattie Williams Neighborhood Family Center,Food Pantry,food,food,food,food_pantry,food_pantry,1003 Dr. Martin Luther King Jr. St N,Safety Harbor,FL,34695,(727) 791-8255,,https://mwnfc.org/services/food-pantry/,Thu 9:00 AM-11:00 AM and 5:00 PM-6:00 PM,"Weekly food pantry with curbside distribution; TEFAP distribution monthly for eligible households.

Eligibility: No referral needed; registration required; service area limited to listed north Pinellas ZIP codes.",,Safety Harbor,true,true,false,,,unknown,verified,true,https://mwnfc.org/services/food-pantry/,live_db,90,28.013464,-82.692276,geocoded,true,high,ready_for_import,exported from live db — migration 008+012,physical_site,,,nonprofit,,
METMIN-001-emergency-shelter-temporary-housing-shelter,METMIN-001,Metropolitan Ministries,Metropolitan Ministries,Metropolitan Ministries,Emergency Shelter / Temporary Housing,shelter,shelter,shelter,emergency_shelter,emergency_shelter,2301 N Tampa St,Tampa,FL,33602,(813) 209-1000,,https://www.metromin.org/,,"Emergency shelter and homeless-support campus candidate.

Eligibility: Verify exact public-facing program label before import.",,Tampa,false,false,false,,,unknown,verified,true,https://www.metromin.org/,live_db,90,27.9614,-82.4597,geocoded,true,high,ready_for_import,exported from live db — migration 008+012,physical_site,,,nonprofit,,
PASCO-PARKS-001-jay-b-starkey-wilderness-park-campground-cabins-outdoor_space,PASCO-PARKS-001,"Pasco County Parks, Recreation & Natural Resources","Pasco County Parks, Recreation & Natural Resources","Pasco County Parks, Recreation & Natural Resources",Jay B. Starkey Wilderness Park – Campground & Cabins,outdoor_space,outdoor_space,outdoor_space,campground,campground,10500 Wilderness Park Blvd,New Port Richey,FL,34655,(727) 834-3247,,https://www.pascocountyfl.gov/_T22_R85.php,Open dawn to dusk (day use); camping by reservation,"Regional wilderness park (8,300+ acres) with tent camping, primitive cabins, and backcountry sites. Restrooms: confirmed – four restrooms in day-use areas; bathhouse in campground area. Showers: confirmed – campground has restroom/shower bathhouse (showers noted as refreshing but not hot per visitor reports; cold/tepid). Camping: confirmed – 16 tent sites ($15/night), 8 rustic cabins ($50/night, bunk beds, electricity, no plumbing), 3 primitive backcountry hike-in sites ($10/night); reservations up to 30 days in advance. No RVs. No pets in campground or cabins. Also 10-mile equestrian trail with corral and horse trailer parking. Overnight parking: for registered campers at campground parking area.

Eligibility: Open to public; free admission. Camping reservations required online or by phone. Must be 21+ to reserve. No domestic animals in camping area.",,New Port Richey,true,false,false,,,available,verified,true,https://www.pascocountyfl.gov/_T22_R85.php,live_db,90,28.2554,-82.643,geocoded,true,high,ready_for_import,exported from live db — migration 008+012,physical_site,,,nonprofit,,
PASCO-PARKS-001-withlacoochee-river-park-campground-cabins-outdoor_space,PASCO-PARKS-001,"Pasco County Parks, Recreation & Natural Resources","Pasco County Parks, Recreation & Natural Resources","Pasco County Parks, Recreation & Natural Resources",Withlacoochee River Park – Campground & Cabins,outdoor_space,outdoor_space,outdoor_space,campground,campground,12449 Withlacoochee Blvd,Dade City,FL,33525,(352) 567-0264,,https://fl-pascocounty.civicplus.com/303/Withlacoochee-River-Park,Open dawn to dusk daily,"County wilderness park (406 acres) on the Withlacoochee River with RV/tent camping, cabins, and primitive backcountry site. Restrooms: confirmed – at several trailheads and in camping area. Showers: confirmed – restroom and shower building in campground (noted as limited: 1 stall each men/women, 1 shower each per visitor reports). Camping: confirmed – RV/tent sites with restroom/shower access; 2 rustic cabins (sleep 4–6, AC, electricity; no pets in cabins); 1 primitive backcountry hike-in site ($10/night, compost toilet nearby, no showers); tent/RV site fees apply (call park for rates). Must be 21+ to reserve. No pets in camping area. Overnight parking: for registered campers only.

Eligibility: Open to public. Camping reservations required; call (352) 567-0264. Must be 21+ to reserve. No pets in camping area or cabins.",,Dade City,true,false,false,,,available,verified,true,https://fl-pascocounty.civicplus.com/303/Withlacoochee-River-Park,live_db,90,28.3446,-82.1198,geocoded,true,high,ready_for_import,exported from live db — migration 008+012,physical_site,,,nonprofit,,
PIN-PARKS-001-fort-de-soto-park-campground-outdoor_space,PIN-PARKS-001,Pinellas County Parks & Conservation Resources,Pinellas County Parks & Conservation Resources,Pinellas County Parks & Conservation Resources,Fort De Soto Park – Campground,outdoor_space,outdoor_space,outdoor_space,campground,campground,3500 Pinellas Bayway S,Tierra Verde,FL,33715,(727) 582-2100,parks@pinellas.gov,https://pinellas.gov/camping-information/,Camp office: 9 AM–6 PM daily (Fri 9 AM–9 PM); phone 8 AM–5 PM Mon–Fri,"Pinellas County regional park on Tampa Bay with 236-site campground. Restrooms: confirmed – 7 restroom buildings in campground. Showers: confirmed – modern showers in campground restrooms. Camping: confirmed – RV/tent; all sites have water, electric (20/30/50 amp), picnic table, charcoal grill; $33.90–$45.77/night; advance reservations required (6 months for non-residents, 7 months for Pinellas residents). Also primitive youth camping area (up to 90 people, tent only, nonprofit groups with FL tax exemption cert required). Laundry, dump stations, camp store, WiFi at camp office. Overnight parking: at Fort De Soto boat ramp only (boat ramp pass/fee required; no vehicle storage).

Eligibility: Open to public; campground requires advance reservation. Pinellas residents get 7-month advance booking window; non-residents 6 months. Maximum stay 14 days.",,Tierra Verde,true,false,false,,,available,verified,true,https://pinellas.gov/camping-information/,live_db,90,27.6253,-82.7302,geocoded,true,high,ready_for_import,exported from live db — migration 008+012,physical_site,,,nonprofit,,
PHOPE-001-adult-education-and-job-readiness-work_exchange,PHOPE-001,Pinellas Hope (Catholic Charities),Pinellas Hope (Catholic Charities),Pinellas Hope (Catholic Charities),Adult Education and Job Readiness,work_exchange,work_exchange,work_exchange,job_readiness,job_readiness,5726 126th Ave N,Clearwater,FL,33760,(727) 556-6397,,https://pinellashope.org/,,"On-site education and job-readiness candidate.

Eligibility: Treat as a services listing tied to shelter campus until program page is located.",,Clearwater,false,false,false,,,unknown,verified,true,https://pinellashope.org/,live_db,90,27.90535,-82.71389,geocoded,true,high,ready_for_import,exported from live db — migration 008+012,physical_site,,,nonprofit,,
PHOPE-001-emergency-shelter-shelter,PHOPE-001,Pinellas Hope (Catholic Charities),Pinellas Hope (Catholic Charities),Pinellas Hope (Catholic Charities),Emergency Shelter,shelter,shelter,shelter,emergency_shelter,emergency_shelter,5726 126th Ave N,Clearwater,FL,33760,(727) 556-6397,,https://pinellashope.org/,,"Large shelter campus serving adults experiencing homelessness.

Eligibility: Public campus listing; confirm any sub-program split during import.",,Clearwater,true,false,false,,,unknown,verified,true,https://pinellashope.org/,live_db,90,27.90535,-82.71389,geocoded,true,high,ready_for_import,exported from live db — migration 008+012,physical_site,,,nonprofit,,
PHOPE-001-medical-respite-program-medical,PHOPE-001,Pinellas Hope (Catholic Charities),Pinellas Hope (Catholic Charities),Pinellas Hope (Catholic Charities),Medical Respite Program,medical,medical,medical,medical_respite,medical_respite,5726 126th Avenue N,Clearwater,FL,33760,(813) 295-1561,,https://pinellashope.org/pinellas-hope-respite-services/,Referral-based program; contact coordinator,"Ten-bed recuperative care program for people discharged from BayCare hospitals with no home to return to.

Eligibility: Referrals must come from BayCare Health System in Pinellas County.",,Clearwater,false,false,true,10,,unknown,verified,true,https://pinellashope.org/pinellas-hope-respite-services/,live_db,90,27.90535,-82.71389,geocoded,true,high,ready_for_import,exported from live db — migration 008+012,physical_site,,,nonprofit,,
PHOPE-001-permanent-supportive-housing-shelter,PHOPE-001,Pinellas Hope (Catholic Charities),Pinellas Hope (Catholic Charities),Pinellas Hope (Catholic Charities),Permanent Supportive Housing,shelter,shelter,shelter,permanent_supportive_housing,permanent_supportive_housing,5726 126th Ave N,Clearwater,FL,33760,(727) 709-6713,,https://pinellashope.org/permanent-supportive-housing/,Contact program for availability and eligibility,"Income-based permanent supportive housing for formerly homeless adults, including veteran-designated units.

Eligibility: Qualifying income-based housing; not a walk-in shelter service.",,Clearwater,false,false,true,,,unknown,verified,true,https://pinellashope.org/permanent-supportive-housing/,live_db,90,27.90535,-82.71389,geocoded,true,high,ready_for_import,exported from live db — migration 008+012,physical_site,,,nonprofit,,
PSH-001-emergency-shelter-jail-diversion-shelter,PSH-001,Pinellas Safe Harbor,Pinellas Safe Harbor,Pinellas Safe Harbor,Emergency Shelter / Jail Diversion,shelter,shelter,shelter,emergency_shelter,emergency_shelter,,,FL,,(727) 464-8058,,https://pinellas.gov/pinellas-safe-harbor/,,"Emergency shelter and jail-diversion support candidate.

Eligibility: County-operated intake resource; public page should be checked for mappable address.",,Tampa Bay,false,false,true,,,unknown,verified,true,https://pinellas.gov/pinellas-safe-harbor/,live_db,90,,,not_geocoded,false,high,ready_for_import,exported from live db — migration 008+012,phone_intake,,,nonprofit,,
RCS-001-food-pantry-assistance-food,RCS-001,RCS Pinellas,RCS Pinellas,RCS Pinellas,Food Pantry / Assistance,food,food,food,food_pantry,food_pantry,,Pinellas Park,FL,,(727) 586-0311,,https://www.rcspinellas.org/,,"Food and family assistance candidate.

Eligibility: Needs public site location confirmation before map import.",,Pinellas Park,true,false,false,,,unknown,verified,true,https://www.rcspinellas.org/,live_db,90,,,not_geocoded,false,high,ready_for_import,exported from live db — migration 008+012,phone_intake,,,nonprofit,,
SALV-STPETE-001-emergency-shelter-shelter,SALV-STPETE-001,Salvation Army St. Petersburg,Salvation Army St. Petersburg,Salvation Army St. Petersburg,Emergency Shelter,shelter,shelter,shelter,emergency_shelter,emergency_shelter,,St. Petersburg,FL,,(727) 822-4954,,,,"Emergency shelter candidate listed in county shelter resources.

Eligibility: Needs official provider page or public address confirmation.",,St. Petersburg,false,false,true,,,unknown,verified,true,,live_db,90,,,not_geocoded,false,high,ready_for_import,exported from live db — migration 008+012,phone_intake,,,nonprofit,,
SALV-TAMPA-001-recuperative-care-program-medical,SALV-TAMPA-001,Salvation Army Tampa,Salvation Army Tampa,Salvation Army Tampa,Recuperative Care Program,medical,medical,medical,recuperative_care,recuperative_care,1603 N Florida Ave,Tampa,FL,33602,(813) 226-0055,,https://southernusa.salvationarmy.org/tampa/,,"Medical recuperative care candidate associated with Tampa Salvation Army campus.

Eligibility: Confirm whether this should live as a separate map card or notes under shelter provider.",,Tampa,false,false,true,,,unknown,verified,true,https://southernusa.salvationarmy.org/tampa/,live_db,90,27.9614,-82.4597,geocoded,true,high,ready_for_import,exported from live db — migration 008+012,physical_site,,,nonprofit,,
SALV-TAMPA-001-red-shield-center-shelter,SALV-TAMPA-001,Salvation Army Tampa,Salvation Army Tampa,Salvation Army Tampa,Red Shield Center,shelter,shelter,shelter,emergency_shelter,emergency_shelter,1514 N Florida Ave,Tampa,FL,33602,(813) 226-0055,,https://southernusa.salvationarmy.org/tampa/,,"Shelter / support center candidate.

Eligibility: Confirm public intake workflow and exact program title.",,Tampa,false,false,false,,,unknown,verified,true,https://southernusa.salvationarmy.org/tampa/,live_db,90,27.9614,-82.4597,geocoded,true,high,ready_for_import,exported from live db — migration 008+012,physical_site,,,nonprofit,,
SVDP-001-care-center-shelter,SVDP-001,St. Vincent de Paul CARES (Pinellas),St. Vincent de Paul CARES (Pinellas),St. Vincent de Paul CARES (Pinellas),CARE Center,shelter,shelter,shelter,service_center,service_center,384 15th St N,St. Petersburg,FL,33705,(727) 823-2516,homeless@svdp.care,https://www.svdpsp.org/,,"CARE Center candidate providing homeless services and support.

Eligibility: Public campus / service-center style listing.",,St. Petersburg,true,false,false,,,unknown,verified,true,https://www.svdpsp.org/,live_db,90,27.74337,-82.643724,geocoded,true,high,ready_for_import,exported from live db — migration 008+012,physical_site,,,nonprofit,,
SVDP-001-center-of-hope-shelter,SVDP-001,St. Vincent de Paul CARES (Pinellas),St. Vincent de Paul CARES (Pinellas),St. Vincent de Paul CARES (Pinellas),Center of Hope,shelter,shelter,shelter,supportive_services,supportive_services,384 15th St N,St. Petersburg,FL,33705,(727) 823-2516,homeless@svdp.care,https://www.svdpsp.org/,,"Center of Hope program candidate.

Eligibility: Confirm whether this is a separate listing from CARE Center or a sub-program.",,St. Petersburg,false,false,true,,,unknown,verified,true,https://www.svdpsp.org/,live_db,90,27.74337,-82.643724,geocoded,true,high,ready_for_import,exported from live db — migration 008+012,physical_site,,,nonprofit,,
SVDP-001-day-center-showers-storage-access-other,SVDP-001,St. Vincent de Paul CARES (Pinellas),St. Vincent de Paul CARES (Pinellas),St. Vincent de Paul CARES (Pinellas),Day Center / Showers / Storage Access,other,other,other,day_center,day_center,384 15th St N,St. Petersburg,FL,33705,(727) 823-2516,,https://www.svdpsp.org/,,"Day-center style candidate with hygiene / storage supports.

Eligibility: Verify public-facing access and naming.",,St. Petersburg,true,false,false,,,unknown,verified,true,https://www.svdpsp.org/,live_db,90,27.74337,-82.643724,geocoded,true,high,ready_for_import,exported from live db — migration 008+012,physical_site,,,nonprofit,,
SVDP-001-food-center-community-meals-pantry-food,SVDP-001,St. Vincent de Paul CARES (Pinellas),St. Vincent de Paul CARES (Pinellas),St. Vincent de Paul CARES (Pinellas),Food Center / Community Meals / Pantry,food,food,food,food_pantry,food_pantry,384 15th St N,St. Petersburg,FL,33705,(727) 823-2516,,https://www.svdpsp.org/,,"Food-support candidate associated with St. Vincent campus.

Eligibility: Confirm if food services are open to the public as a separate listing.",,St. Petersburg,true,false,false,,,unknown,verified,true,https://www.svdpsp.org/,live_db,90,27.74337,-82.643724,geocoded,true,high,ready_for_import,exported from live db — migration 008+012,physical_site,,,nonprofit,,
TALBOT-001-affordable-housing-rehousing-referrals-other,TALBOT-001,Talbot House,Talbot House,Talbot House,Affordable Housing / Rehousing Referrals,other,other,other,housing_support,housing_support,,Polk County,FL,,,,https://talbothouse.org/,,"Affordable housing and rehousing referrals candidate.

Eligibility: Support program; not necessarily a mappable address.",,Polk County,false,false,true,,,unknown,verified,true,https://talbothouse.org/,live_db,90,,,not_geocoded,false,high,ready_for_import,exported from live db — migration 008+012,web_intake,,,nonprofit,,
TALBOT-001-center-for-women-and-children-shelter,TALBOT-001,Talbot House,Talbot House,Talbot House,Center for Women and Children,shelter,shelter,shelter,women_children_shelter,women_children_shelter,320 MLK Blvd NW,Winter Haven,FL,33881,,,https://talbothouse.org/,,"Shelter and supportive housing candidate for women and children.

Eligibility: Confirm public-facing intake details.",,Winter Haven,false,false,true,,,unknown,verified,true,https://talbothouse.org/,live_db,90,28.05439,-81.70081,geocoded,true,high,ready_for_import,exported from live db — migration 008+012,physical_site,,,nonprofit,,
TALBOT-001-daily-meals-program-food,TALBOT-001,Talbot House,Talbot House,Talbot House,Daily Meals Program,food,food,food,free_meal,free_meal,814 N Kentucky Ave,Lakeland,FL,33801,,,https://talbothouse.org/food-services/,,"Daily meals / food services candidate.

Eligibility: Confirm current meal times before import.",,Lakeland,true,false,false,,,unknown,verified,true,https://talbothouse.org/food-services/,live_db,90,28.042681,-81.906626,geocoded,true,high,ready_for_import,exported from live db — migration 008+012,physical_site,,,nonprofit,,
TALBOT-001-food-pantry-food,TALBOT-001,Talbot House,Talbot House,Talbot House,Food Pantry,food,food,food,food_pantry,food_pantry,814 N Kentucky Ave,Lakeland,FL,33801,,,https://talbothouse.org/food-services/,,"Food pantry and grocery assistance candidate.

Eligibility: Confirm pantry schedule from official site.",,Lakeland,true,false,false,,,unknown,verified,true,https://talbothouse.org/food-services/,live_db,90,28.042681,-81.906626,geocoded,true,high,ready_for_import,exported from live db — migration 008+012,physical_site,,,nonprofit,,
TALBOT-001-good-samaritan-free-clinic-medical,TALBOT-001,Talbot House,Talbot House,Talbot House,Good Samaritan Free Clinic,medical,medical,medical,free_clinic,free_clinic,814 N Kentucky Ave,Lakeland,FL,33801,,,https://talbothouse.org/,,"Free clinic / medical support candidate.

Eligibility: Confirm clinic hours and whether separate intake applies.",,Lakeland,false,false,false,,,unknown,verified,true,https://talbothouse.org/,live_db,90,28.042681,-81.906626,geocoded,true,high,ready_for_import,exported from live db — migration 008+012,physical_site,,,nonprofit,,
TALBOT-001-main-shelter-basicneeds-campus-shelter,TALBOT-001,Talbot House,Talbot House,Talbot House,Main Shelter / Basic-Needs Campus,shelter,shelter,shelter,emergency_shelter,emergency_shelter,814 N Kentucky Ave,Lakeland,FL,33801,,,https://talbothouse.org/,,"Main shelter and basic-needs campus candidate.

Eligibility: Confirm public intake phone and campus naming before import.",,Lakeland,true,false,false,,,unknown,verified,true,https://talbothouse.org/,live_db,90,28.042681,-81.906626,geocoded,true,high,ready_for_import,exported from live db — migration 008+012,physical_site,,,nonprofit,,
